Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
563;21100197359;"Comunicacoes Geologicas";journal;"0873948X, 1647581X";0,130;Q4;19;5;123;124;34;120;0,30;24,80;22,22;0;1;Portugal;Western Europe;"Instituto Nacional de Engenharia e Tecnologia Industrial";"2007-2023";"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Earth and Planetary Sciences; Energy; Environmental Science"
564;21101101245;"Journal of Mechatronics, Electrical Power, and Vehicular Technology";journal;"20886985, 20873379";0,130;Q4;4;10;34;319;13;34;0,38;31,90;21,05;0;8;Indonesia;Asiatic Region;"National Research and Innovation Agency (BRIN)";"2019-2020, 2022-2023";"Artificial Intelligence (Q4); Automotive Engineering (Q4); Electrical and Electronic Engineering (Q4); Mechanical Engineering (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Computer Science; Energy; Engineering"
565;21101053589;"Problems of the Regional Energetics";journal;"18570070";0,130;Q4;5;49;126;1409;46;126;0,48;28,76;26,17;0;16;Moldova;Eastern Europe;"Institute of Power Engineering";"2019-2023";"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Fuel Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
566;21100920053;"Spool";journal;"22150900, 22150897";0,125;Q4;2;9;66;178;13;57;0,20;19,78;42,11;0;3;Netherlands;Western Europe;"TU Delft Open";"2019-2022";"Architecture (Q3); Geography, Planning and Development (Q4); Renewable Energy, Sustainability and the Environment (Q4); Urban Studies (Q4)";"Energy; Engineering; Social Sciences"
567;21100266696;"International Journal of Environmental Sustainability";journal;"23251077, 23251085";0,124;Q4;8;4;29;223;8;29;0,30;55,75;44,44;0;4;United States;Northern America;"Common Ground Research Networks";"2012-2023";"Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
568;21101017886;"Proceedings of the International Conference of Architectural Science Association";conference and proceedings;"22093850";0,124;-;4;0;201;0;40;197;0,05;0,00;0,00;0;0;Australia;Pacific Region;"Architectural Science Association";"2019-2020, 2022";"Architecture; Building and Construction; Environmental Engineering; Management, Monitoring, Policy and Law; Renewable Energy, Sustainability and the Environment; Urban Studies";"Energy; Engineering; Environmental Science; Social Sciences"
569;21100970227;"Proceedings of the Thermal and Fluids Engineering Summer Conference";conference and proceedings;"23791748";0,124;-;8;197;401;3211;64;398;0,17;16,30;18,79;0;65;United States;Northern America;"Begell House Inc.";"2015, 2017-2023";"Condensed Matter Physics; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Fluid Flow and Transfer Processes; Mechanical Engineering; Renewable Energy, Sustainability and the Environment";"Chemical Engineering; Energy; Engineering; Physics and Astronomy"
570;21101163025;"Renewable Energy and Sustainable Development";journal;"23568518, 23568569";0,123;Q4;2;4;13;138;5;11;0,38;34,50;10,00;0;4;Egypt;Africa/Middle East;"Academy Publishing Center, Arab Academy for Science, Technology and Maritime Transport";"2021-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
571;12667;"High Technology Letters";journal;"10066748";0,122;Q4;12;47;159;1072;40;159;0,27;22,81;30,95;0;5;China;Asiatic Region;"Institute of Scientific and Technical Information of China";"1991, 1995-2023";"Biotechnology (Q4); Control and Systems Engineering (Q4); Energy (miscellaneous) (Q4); Information Systems (Q4); Materials Science (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Energy; Engineering; Materials Science"
572;19460;"Shi You Lian Zhi Yu Hua Gong/Petroleum Processing and Petrochemicals";journal;"10052399";0,117;Q4;14;222;704;2089;153;704;0,25;9,41;34,26;0;54;China;Asiatic Region;"Research Institute of Petroleum Processing, SINOPEC";"1996-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Energy"
573;70075;"International Conference on Nuclear Engineering, Proceedings, ICONE";conference and proceedings;"-";0,116;-;24;0;146;0;16;144;0,11;0,00;0,00;0;0;United States;Northern America;"American Society of Mechanical Engineers (ASME)";"1996-1997, 2002, 2004, 2006, 2008-2010, 2012-2015, 2017, 2022";"Nuclear Energy and Engineering";"Energy"
574;18234;"Oil Gas European Magazine";trade journal;"03425622";0,116;Q4;18;0;21;0;7;21;0,35;0,00;0,00;0;0;Germany;Western Europe;"Urban Verlag Hamburg/Wien GmbH";"1984-1991, 1994-2021";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Energy"
575;21100228047;"Economics and Policy of Energy and the Environment";journal;"22807667, 22807659";0,113;Q4;11;11;49;570;13;49;0,26;51,82;20,00;0;9;Italy;Western Europe;"FrancoAngeli Edizioni";"2009-2010, 2012-2022";"Economics and Econometrics (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Economics, Econometrics and Finance; Energy; Environmental Science"
576;21100935004;"Ri-Vista";journal;"17246768";0,113;Q4;4;21;104;355;9;93;0,07;16,90;39,29;0;12;Italy;Western Europe;"Firenze University Press";"2019-2022";"Architecture (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Renewable Energy, Sustainability and the Environment (Q4); Urban Studies (Q4)";"Energy; Engineering; Environmental Science; Social Sciences"
577;28991;"Hejubian Yu Dengliziti Wuli/Nuclear Fusion and Plasma Physics";journal;"02546086";0,112;Q4;9;65;133;939;19;133;0,16;14,45;30,07;0;28;China;Asiatic Region;"Yuan Zi Neng Chuban She";"1993-1994, 1998, 2001-2023";"Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4)";"Energy; Physics and Astronomy"
578;30051;"International Atomic Energy Agency bulletin";trade journal;"00206067";0,112;Q4;10;34;172;0;19;38;0,09;0,00;100,00;0;4;Austria;Western Europe;"International Atomic Energy Agency";"1973-1974, 1982-1991, 1996-1999, 2001-2023";"Nuclear Energy and Engineering (Q4)";"Energy"
579;16662;"Energia Elettrica";journal;"00137308";0,111;Q4;6;4;89;53;4;59;0,03;13,25;30,00;0;1;Italy;Western Europe;"Associazione Elettrotecnica ed Elettronica Italiana";"1969-1990, 1993-2023";"Civil and Structural Engineering (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering"
580;89994;"Euroheat and Power/Fernwarme International";trade journal;"0949166X";0,111;Q4;7;98;222;160;2;202;0,01;1,63;19,44;0;32;Germany;Western Europe;"Verlags und Wirtschaftsges. der Elektrizitatswerke";"1995-2023";"Energy Engineering and Power Technology (Q4)";"Energy"
581;15800;"DGMK Tagungsbericht";conference and proceedings;"14339013";0,110;-;6;0;23;0;2;21;0,09;0,00;0,00;0;0;Germany;Western Europe;"Deutsche Wissens. Gesell. fur Erdoel, Erdgas und Kohle EV";"1999, 2001-2019, 2021-2022";"Energy Engineering and Power Technology; Energy (miscellaneous); Fuel Technology";"Energy"
582;145139;"Euroheat and Power (English Edition)";journal;"16130200";0,110;Q4;7;43;121;76;2;105;0,03;1,77;25,58;0;16;Germany;Western Europe;"Verlags und Wirtschaftsges. der Elektrizitatswerke";"2004-2023";"Energy Engineering and Power Technology (Q4)";"Energy"
583;16369;"Journal of Mines, Metals and Fuels";journal;"00222755";0,110;Q4;13;44;329;959;39;265;0,10;21,80;23,17;0;13;India;Asiatic Region;"INSIO Scientific Books and Periodicals";"1968-1990, 1993-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geotechnical Engineering and Engineering Geology (Q4)";"Earth and Planetary Sciences; Energy"
584;17700156005;"WSEAS Transactions on Heat and Mass Transfer";journal;"17905044";0,110;Q4;11;17;24;595;7;24;0,29;35,00;33,33;0;6;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2009-2015, 2022-2023";"Condensed Matter Physics (Q4); Energy (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Mechanical Engineering (Q4)";"Energy; Engineering; Physics and Astronomy"
585;144795;"Speciality Petrochemicals";journal;"10039384";0,109;Q4;6;107;309;761;31;309;0,08;7,11;33,33;0;13;China;Asiatic Region;"SINOPEC";"2005-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
586;21101039871;"International Journal of Nuclear Security";journal;"23769955";0,108;Q4;2;2;38;90;8;34;0,25;45,00;33,33;0;1;United States;Northern America;"University of Tennessee Institute for Nuclear Security";"2019-2023";"Chemical Engineering (miscellaneous) (Q4); Nuclear Energy and Engineering (Q4); Physical and Theoretical Chemistry (Q4); Radiation (Q4); Safety Research (Q4)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy; Social Sciences"
587;25243;"Renewable Resources Journal";journal;"07386532";0,107;Q4;10;0;55;0;7;55;0,06;0,00;0,00;0;0;United States;Northern America;"Renewable Natural Resources Foundation";"1993-2011, 2014-2022";"Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
588;21101065892;"Improved Oil and Gas Recovery";journal;"26888246";0,106;Q4;2;7;24;152;3;24;0,21;21,71;18,18;0;2;United States;Northern America;"Smart Science and Technology LLC";"2019-2023";"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Fuel Technology (Q4)";"Energy"
589;51442;"CONCAWE Reports";journal;"01660810";0,105;Q4;6;12;27;539;2;27;0,07;44,92;14,29;0;8;Belgium;Western Europe;"Concawe";"1999-2019, 2021-2023";"Energy (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Process Chemistry and Technology (Q4); Safety, Risk, Reliability and Quality (Q4)";"Chemical Engineering; Energy; Engineering; Environmental Science"
590;17046;"Petroleum Refinery Engineering";journal;"1002106X";0,105;Q4;9;175;529;319;44;529;0,10;1,82;27,75;0;52;China;Asiatic Region;"";"1994-2008, 2012-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Energy"
591;19595;"Coal Age";trade journal;"10910646";0,104;Q4;7;18;152;8;2;152;0,01;0,44;0,00;0;2;United States;Northern America;"Mining Media";"1969-1987, 1989, 1994-1998, 2001-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geotechnical Engineering and Engineering Geology (Q4); Mechanical Engineering (Q4)";"Earth and Planetary Sciences; Energy; Engineering"
592;145490;"Fuels and Lubes International";journal;"25236520, 01179470";0,104;Q4;2;0;37;0;0;9;0,00;0,00;0,00;0;0;Philippines;Asiatic Region;"F and L Asia Inc.";"2002-2012, 2014-2021";"Economics and Econometrics (Q4); Fuel Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Economics, Econometrics and Finance; Energy"
593;17020;"JPT, Journal of Petroleum Technology";journal;"01492136";0,104;Q4;40;0;19;0;3;11;0,00;0,00;0,00;0;0;United States;Northern America;"Society of Petroleum Engineers (SPE)";"1969-2012, 2014-2023";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Industrial Relations (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Energy"
594;18193;"Offshore Engineering";trade journal;"0305876X";0,104;Q4;5;0;10;0;0;9;0,00;0,00;0,00;0;0;United States;Northern America;"Atlantic Communications LLC";"1976-1983, 1985-1991, 1993-2000, 2005-2020";"Energy Engineering and Power Technology (Q4); Mechanical Engineering (Q4); Ocean Engineering (Q4)";"Energy; Engineering"
595;21101066247;"SAE International Journal of Advances and Current Practices in Mobility";journal;"26419645";0,104;Q4;1;55;9;1253;0;9;0,00;22,78;14,42;0;26;United States;Northern America;"SAE International";"2019";"Artificial Intelligence (Q4); Automotive Engineering (Q4); Fuel Technology (Q4); Mechanical Engineering (Q4)";"Computer Science; Energy; Engineering"
596;110018;"Hydrocarbon Processing";trade journal;"00188190";0,102;Q4;29;0;106;0;5;94;0,00;0,00;0,00;0;0;United States;Northern America;"Gulf Publishing Company";"1970-1994, 1996-2018, 2020";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Energy"
597;26369;"Radwaste Solutions";journal;"15294900";0,102;Q4;5;0;17;0;0;14;0,00;0,00;0,00;0;0;United States;Northern America;"American Nuclear Society";"2003-2019, 2022";"Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4); Waste Management and Disposal (Q4)";"Energy; Engineering; Environmental Science"
598;145261;"Shiyou Huagong Shebei/ Petro-Chemical Equipment";journal;"10007466";0,102;Q4;9;90;264;1357;12;264;0,04;15,08;26,39;0;13;China;Asiatic Region;"Lanzhou Petroleum Machinery Research Institute";"1998, 2001-2004, 2006-2023";"Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Energy"
599;21101079206;"ZEMCH International Conference";conference and proceedings;"26522926";0,102;-;2;0;190;0;6;186;0,03;0,00;0,00;0;0;Australia;Pacific Region;"";"2019, 2021";"Architecture; Building and Construction; Civil and Structural Engineering; Computer Science Applications; Renewable Energy, Sustainability and the Environment; Safety, Risk, Reliability and Quality";"Computer Science; Energy; Engineering"
600;28807;"BWK - Energie-Fachmagazin";trade journal;"1618193X";0,101;Q4;8;105;268;181;2;113;0,01;1,72;13,48;0;24;Germany;Western Europe;"VDI Fachmedien GmbH &amp; Co. KG";"1974, 2001-2023";"Electrical and Electronic Engineering (Q4); Energy (miscellaneous) (Q4)";"Energy; Engineering"
601;15595;"EPRI Journal";trade journal;"15490084, 03623416";0,100;Q4;7;20;83;0;0;83;0,00;0,00;0,00;0;11;United States;Northern America;"Electric Power Research Institute";"1976-1978, 1980-1991, 1995-2000, 2006-2023";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)";"Energy; Engineering"
602;16424;"Hart's E and P";trade journal;"15274063";0,100;Q4;9;0;90;0;0;87;0,00;0,00;0,00;0;0;United States;Northern America;"Hart Publications Incorporated";"1996, 1999-2016, 2018-2021";"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4)";"Energy"
603;21100803385;"Journal of Condensed Matter Nuclear Science";journal;"22273123";0,100;Q4;8;0;86;0;2;82;0,02;0,00;0,00;0;0;United Kingdom;Western Europe;"The International Society for Condensed Matter Nuclear Science";"2016-2017, 2019-2022";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4)";"Energy; Physics and Astronomy"
604;18770;"Petroleum Economist";trade journal;"0306395X";0,100;Q4;4;312;1319;0;2;783;0,00;0,00;12,28;0;16;United Kingdom;Western Europe;"Petroleum Economist Ltd.";"1979-1983, 1985, 1999-2015, 2017-2022";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Marketing (Q4)";"Business, Management and Accounting; Energy"
605;20081;"World Oil";trade journal;"00438790";0,100;Q4;21;0;237;0;5;228;0,02;0,00;0,00;0;0;United States;Northern America;"Gulf Publishing Company";"1969-2018, 2020-2021";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Energy"
606;21101158598;"Energotehnologii i Resursosberezenie";journal;"24137723, 26643561";;-;1;34;0;853;0;0;0,00;25,09;38,60;0;20;Ukraine;Eastern Europe;"Gas Institute of the National Academy of Sciences of Ukraine";"2023";"Energy Engineering and Power Technology; Energy (miscellaneous); Fuel Technology; Renewable Energy, Sustainability and the Environment";"Energy"
607;21101041971;"Energy, Environment, and Sustainability";book series;"25228374, 25228366";;-;26;98;495;5753;527;0;1,18;58,70;33,33;0;84;Germany;Western Europe;"Springer";"2018-2023";"Automotive Engineering; Environmental Engineering; Renewable Energy, Sustainability and the Environment";"Energy; Engineering; Environmental Science"
608;21101152501;"Geoenergy Science and Engineering";journal;"29498910";;-;10;964;0;52843;0;0;0,00;54,82;25,11;0;180;Netherlands;Western Europe;"Elsevier B.V.";"2023";"Energy Engineering and Power Technology; Energy (miscellaneous); Geotechnical Engineering and Engineering Geology; Renewable Energy, Sustainability and the Environment";"Earth and Planetary Sciences; Energy"
